Index,C1,C2,C3,C4,C5,C6,C7,C8,C9,Target
5132,1,2,7,1,1,0,2,0.22,0.55,44
5133,2,6,14,0,4,1,1,0.78,0.24,185
5134,1,3,11,0,2,1,1,0.58,0.83,230
5135,1,3,15,0,3,1,1,0.7,0.24,283
5136,3,9,10,0,6,0,2,0.5,0.68,249
5137,2,4,20,0,4,1,1,0.58,0.43,269
5138,3,9,18,0,3,1,1,0.72,0.62,586
5139,2,5,8,0,2,1,2,0.52,0.94,347
5140,2,5,22,0,2,1,2,0.54,0.88,98
5141,1,2,17,0,0,0,1,0.32,0.53,306
5142,3,9,17,0,5,1,2,0.52,0.48,566
5143,4,10,12,0,2,1,1,0.54,0.39,200
5144,1,1,6,0,3,1,3,0.2,0.86,8
5145,1,3,19,0,2,1,1,0.58,0.73,555
5146,4,10,22,0,0,0,2,0.52,0.94,152
5147,4,10,2,0,6,0,3,0.3,0.87,17
5148,3,8,7,0,6,0,1,0.64,0.83,62
5149,4,11,15,0,0,0,1,0.42,0.54,407
5150,4,9,2,0,6,0,2,0.58,0.94,68
5151,1,2,14,0,6,0,2,0.32,0.66,276
5152,2,5,22,0,5,1,1,0.6,0.78,141
5153,3,7,2,0,6,0,1,0.76,0.72,58
5154,2,4,0,0,4,1,1,0.32,0.66,23
5155,3,9,6,0,4,1,3,0.62,0.94,56
5156,3,8,23,0,3,1,1,0.6,0.78,84
5157,1,3,11,0,1,1,2,0.26,0.56,103
5158,2,4,10,0,0,0,2,0.4,0.71,360
5159,1,1,16,0,3,1,1,0.22,0.44,68
5160,1,1,12,0,6,0,2,0.2,0.59,78
5161,2,5,23,0,5,1,1,0.52,0.55,174
5162,2,5,7,0,5,1,3,0.5,0.88,157
5163,2,5,8,0,0,0,2,0.62,0.88,96
5164,4,9,12,0,5,1,2,0.64,0.57,254
5165,2,5,12,0,3,1,1,0.74,0.55,210
5166,4,10,21,0,3,1,2,0.52,0.77,157
5167,2,6,17,0,3,1,1,0.72,0.32,857
5168,2,5,4,0,2,1,1,0.66,0.78,5
5169,1,12,16,0,6,0,1,0.3,0.39,147
5170,3,8,21,0,2,1,1,0.62,0.57,211
5171,3,8,13,0,3,1,1,0.8,0.52,280
5172,1,3,16,0,3,1,1,0.56,0.37,288
5173,3,7,10,0,2,1,1,0.76,0.52,139
5174,1,2,10,0,5,1,1,0.28,0.56,129
5175,4,10,21,0,2,1,2,0.3,0.87,64
5176,2,4,22,0,6,0,1,0.32,0.61,55
5177,4,12,3,0,3,1,1,0.28,0.65,3
5178,1,3,10,0,3,1,1,0.36,0.5,147
5179,2,5,5,0,5,1,2,0.62,0.88,30
5180,4,12,2,0,5,1,1,0.22,0.69,9
5181,2,5,22,0,3,1,1,0.52,0.83,117
5182,3,7,2,0,5,1,1,0.76,0.62,17
5183,2,6,20,0,0,0,1,0.66,0.83,206
5184,4,12,9,0,0,0,1,0.22,0.64,81
5185,4,11,0,0,4,1,1,0.36,0.57,60
5186,3,8,21,0,4,1,1,0.7,0.61,329
5187,2,4,19,0,6,0,2,0.38,0.82,130
5188,3,7,13,0,5,1,1,0.7,0.54,247
5189,1,1,13,0,6,0,2,0.46,0.72,94
5190,1,3,3,0,1,1,1,0.26,0.65,3
5191,2,6,1,0,0,0,1,0.56,0.6,88
5192,3,8,8,0,5,1,1,0.68,0.65,668
5193,1,3,22,0,2,1,1,0.3,0.49,55
5194,2,4,11,0,3,1,2,0.42,0.82,61
5195,3,7,14,0,0,0,1,0.8,0.49,430
5196,2,4,17,0,3,1,2,0.42,0.77,488
5197,2,5,10,1,1,0,1,0.7,0.61,364
5198,4,9,9,0,6,0,1,0.5,0.63,332
5199,1,3,23,0,1,1,2,0.56,0.78,54
5200,1,1,2,1,1,0,2,0.18,0.43,8
5201,4,10,4,0,4,1,2,0.52,0.88,5
5202,4,10,11,0,0,0,2,0.38,0.66,292
5203,1,1,0,0,1,1,1,0.06,0.41,7
5204,1,1,9,0,6,0,2,0.16,0.93,42
5205,2,5,22,0,2,1,1,0.64,0.65,211
5206,3,8,19,0,2,1,2,0.76,0.66,610
5207,3,6,2,0,4,1,1,0.72,0.79,18
5208,4,10,22,0,3,1,2,0.58,0.94,107
5209,1,3,22,0,0,0,1,0.4,0.54,94
5210,2,6,13,0,5,1,1,0.68,0.26,248
5211,4,11,3,0,3,1,1,0.28,0.87,2
5212,2,4,23,0,4,1,1,0.42,0.35,94
5213,4,12,0,0,4,1,1,0.28,0.52,20
5214,2,5,4,0,0,0,1,0.42,0.82,10
5215,3,8,9,0,0,0,1,0.68,0.79,263
5216,2,5,12,0,6,0,1,0.64,0.36,559
5217,1,1,5,0,1,1,1,0.02,0.48,5
5218,4,10,1,0,3,1,1,0.38,0.76,17
5219,2,6,16,0,3,1,1,0.92,0.4,233
5220,3,7,0,0,3,1,1,0.72,0.58,66
5221,3,7,2,0,4,1,2,0.74,0.84,6
5222,1,2,3,0,6,0,1,0.24,0.75,18
5223,2,6,22,0,5,1,1,0.68,0.41,291
5224,1,3,9,0,4,1,1,0.16,0.37,145
5225,3,7,15,0,1,1,1,0.84,0.36,234
5226,2,5,14,1,1,0,1,0.8,0.63,465
5227,2,6,11,0,3,1,2,0.66,0.54,246
5228,1,2,6,0,0,0,1,0.22,0.44,2
5229,2,4,16,0,0,0,1,0.72,0.39,616
5230,1,2,8,0,6,0,3,0.22,0.93,78
5231,2,3,17,0,3,1,1,0.6,0.69,729
5232,1,12,8,0,4,1,1,0.26,0.65,208
5233,2,5,8,0,0,0,1,0.56,0.56,171
5234,3,8,13,0,6,0,3,0.66,0.83,43
5235,4,9,14,0,0,0,1,0.62,0.41,612
5236,4,10,1,0,5,1,1,0.4,0.66,37
5237,1,2,7,0,6,0,2,0.24,0.87,28
5238,4,10,1,0,4,1,1,0.48,0.63,22
5239,3,7,21,0,2,1,1,0.74,0.74,241
5240,4,10,23,0,3,1,2,0.66,0.78,220
5241,1,3,0,0,4,1,1,0.38,0.66,23
5242,1,12,14,0,0,0,1,0.34,0.31,175
5243,1,2,10,0,6,0,1,0.22,0.41,84
5244,4,10,17,1,1,0,2,0.66,0.54,459
5245,2,5,19,0,6,0,1,0.7,0.65,252
5246,1,2,2,0,4,1,1,0.22,0.8,2
5247,2,4,7,0,6,0,1,0.32,0.33,54
5248,3,6,16,0,5,1,1,0.9,0.31,380
5249,4,11,23,0,4,1,2,0.32,0.61,125
5250,1,12,22,0,4,1,1,0.28,0.65,55
5251,2,4,4,0,5,1,2,0.24,0.93,3
5252,1,2,11,0,6,0,1,0.3,0.28,114
5253,1,3,19,0,0,0,1,0.3,0.36,132
5254,1,1,21,0,5,1,1,0.18,0.47,39
5255,3,8,1,0,1,1,1,0.66,0.65,14
5256,4,10,12,0,1,1,2,0.52,0.68,220
5257,2,5,13,0,3,1,2,0.66,0.74,270
5258,3,7,16,0,5,1,1,0.84,0.47,499
5259,1,1,20,0,4,1,1,0.26,0.52,191
5260,1,1,4,0,0,0,1,0.26,0.56,1
5261,3,7,11,0,0,0,2,0.66,0.74,505
5262,3,9,20,0,4,1,1,0.46,0.63,248
5263,3,9,10,0,4,1,2,0.64,0.89,120
5264,2,6,17,0,2,1,1,0.8,0.55,811
5265,2,6,15,0,6,0,1,0.64,0.38,702
5266,1,1,15,0,5,1,1,0.26,0.33,138
5267,3,8,14,0,0,0,1,0.76,0.4,579
5268,2,4,8,0,0,0,1,0.52,0.59,97
5269,1,1,8,0,5,1,3,0.5,0.88,220
5270,2,5,14,0,5,1,1,0.6,0.4,213
5271,1,12,0,1,1,0,1,0.22,0.75,11
5272,3,7,10,0,0,0,1,0.74,0.6,304
5273,1,1,21,0,0,0,2,0.24,0.7,28
5274,4,10,16,0,3,1,2,0.52,0.77,213
5275,1,3,7,0,1,1,1,0.18,0.59,260
5276,2,6,15,0,1,1,1,0.8,0.29,165
5277,4,12,3,0,0,0,1,0.28,0.75,41
5278,1,1,6,0,5,1,1,0.1,0.54,17
5279,1,3,18,0,1,1,1,0.64,0.57,801
5280,3,7,12,0,6,0,1,0.92,0.37,235
5281,2,4,2,0,3,1,3,0.4,1,2
5282,2,5,19,0,2,1,1,0.66,0.69,512
5283,2,5,1,0,0,0,1,0.56,0.52,130
5284,2,3,2,0,6,0,1,0.22,0.44,25
5285,4,12,1,0,4,1,1,0.32,0.66,20
5286,2,5,17,0,5,1,1,0.74,0.58,491
5287,1,1,10,0,5,1,1,0.24,0.44,103
5288,2,6,12,0,0,0,2,0.64,0.69,335
5289,4,10,7,0,6,0,1,0.3,0.61,70
5290,4,11,13,0,3,1,1,0.36,0.43,214
5291,1,2,22,0,5,1,1,0.26,0.48,50
5292,3,7,9,0,4,1,2,0.72,0.7,344
5293,1,3,11,0,4,1,3,0.4,0,11
5294,2,4,17,0,6,0,2,0.62,0.33,560
5295,2,5,8,0,5,1,1,0.46,0.44,620
5296,1,3,9,0,0,0,1,0.26,0.6,90
5297,4,10,18,0,1,1,1,0.4,0.66,422
5298,4,10,18,0,6,0,1,0.52,0.48,495
5299,4,10,6,0,5,1,1,0.52,0.83,137
5300,3,7,15,0,3,1,1,0.8,0.41,276
5301,3,6,3,0,6,0,1,0.64,0.57,39
5302,3,7,14,0,6,0,2,0.96,0.3,308
5303,4,11,11,0,2,1,3,0.5,0.88,11
5304,3,7,6,0,4,1,1,0.7,0.7,116
5305,4,11,13,0,6,0,1,0.4,0.37,355
5306,1,1,13,0,0,0,1,0.14,0.33,87
5307,1,2,18,0,3,1,2,0.18,0.47,170
5308,1,12,4,0,5,1,1,0.24,0.7,2
5309,1,1,21,0,6,0,2,0.4,0.87,34
5310,2,5,14,0,3,1,1,0.62,0.69,240
5311,1,12,0,0,0,0,2,0.26,0.6,41
5312,1,2,23,0,3,1,3,0.16,0.8,37
5313,1,1,22,0,0,0,1,0.14,0.46,15
5314,4,11,13,0,0,0,2,0.26,0.41,195
5315,1,1,3,0,5,1,3,0.22,0.8,1
5316,1,3,0,0,4,1,1,0.44,0.62,46
5317,2,4,4,0,6,0,2,0.36,0.87,5
5318,1,12,10,0,5,1,1,0.4,0.62,104
5319,2,6,19,0,2,1,1,0.58,0.46,513
5320,3,7,2,0,5,1,1,0.7,0.79,26
5321,1,1,9,0,6,0,1,0.22,0.8,158
5322,2,5,3,0,4,1,1,0.6,0.88,4
5323,3,8,16,0,6,0,1,0.76,0.37,641
5324,1,2,18,0,3,1,2,0.48,0.41,525
5325,2,6,21,0,4,1,3,0.62,0.83,188
5326,3,8,5,0,3,1,1,0.64,0.73,28
5327,1,1,0,0,4,1,3,0.34,0.93,3
5328,4,10,14,0,1,1,1,0.62,0.27,282
5329,1,1,5,0,2,1,1,0.14,0.74,9
5330,1,2,6,0,6,0,3,0.22,0.93,9
5331,1,3,1,0,6,0,2,0.44,0.94,69
5332,4,10,3,0,1,1,1,0.4,0.62,6
5333,2,5,22,0,0,0,1,0.56,0.83,117
5334,4,10,20,0,4,1,2,0.46,0.51,241
5335,2,3,13,0,4,1,3,0.3,0.87,68
5336,2,3,0,0,6,0,2,0.26,0.38,28
5337,1,1,17,0,6,0,1,0.24,0.6,91
5338,3,9,0,0,5,1,1,0.42,0.71,48
5339,1,12,6,1,1,0,1,0.32,0.45,4
5340,4,12,0,0,5,1,1,0.24,0.7,48
5341,1,12,0,0,5,1,3,0.42,0.88,17
5342,3,7,13,0,4,1,1,0.86,0.53,242
5343,1,12,22,0,5,1,2,0.34,0.71,85
5344,4,11,9,0,4,1,3,0.36,0.57,331
5345,1,1,14,0,3,1,1,0.3,0.28,62
5346,2,5,15,0,3,1,1,0.64,0.41,179
5347,2,6,3,0,4,1,1,0.5,0.77,5
5348,1,3,20,0,1,1,2,0.56,0.49,286
5349,1,3,21,0,3,1,2,0.42,0.58,78
5350,1,1,21,0,2,1,1,0.22,0.64,48
5351,4,10,21,0,1,1,1,0.46,0.87,126
5352,4,10,2,0,0,0,1,0.4,0.76,66
5353,1,3,20,0,4,1,2,0.58,0.6,330
5354,2,5,4,0,2,1,3,0.54,0.94,4
5355,1,2,18,0,4,1,1,0.16,0.28,160
5356,4,11,0,0,1,1,1,0.46,0.77,16
5357,3,8,8,0,4,1,1,0.66,0.65,754
5358,4,10,2,0,4,1,2,0.54,0.94,4
5359,2,3,0,0,0,0,2,0.26,0.41,31
5360,2,5,1,0,3,1,3,0.64,0.89,4
5361,3,8,21,0,1,1,1,0.72,0.66,290
5362,2,4,4,0,2,1,1,0.34,0.71,2
5363,4,9,22,0,2,1,1,0.6,0.88,121
5364,1,1,1,0,6,0,1,0.22,0.8,40
5365,4,12,8,0,2,1,2,0.46,0.94,414
5366,3,8,8,0,6,0,2,0.66,0.74,162
5367,2,6,6,0,1,1,1,0.62,0.83,144
5368,3,9,13,0,3,1,1,0.76,0.55,178
5369,1,1,5,0,6,0,3,0.16,0.86,2
5370,1,1,22,0,3,1,3,0.34,0.87,49
5371,2,4,6,0,4,1,2,0.64,0.78,86
5372,3,8,8,0,3,1,1,0.66,0.61,808
5373,3,7,10,0,2,1,2,0.84,0.49,159
5374,3,7,18,0,4,1,1,0.92,0.4,688
5375,1,1,19,0,5,1,1,0.46,0.33,272
5376,1,12,20,1,2,0,2,0.32,0.66,40
5377,2,5,19,0,6,0,3,0.54,0.94,248
5378,2,4,21,0,5,1,1,0.5,0.36,189
5379,4,12,14,0,4,1,1,0.36,0.34,242
5380,2,3,11,0,6,0,2,0.5,0.94,273
5381,1,2,23,0,4,1,1,0.32,0.81,73
5382,3,7,12,0,2,1,2,0.9,0.35,254
5383,2,6,16,0,5,1,1,0.82,0.56,285
5384,1,1,4,0,1,1,1,0.1,0.54,3
5385,1,2,21,0,5,1,2,0.24,0.7,43
5386,4,12,16,0,0,0,2,0.44,0.67,443
5387,2,5,14,1,1,0,1,0.88,0.39,327
5388,4,11,12,0,1,1,2,0.4,0.62,242
5389,2,3,0,0,4,1,3,0.24,0.93,3
5390,4,9,21,0,4,1,3,0.62,0.83,253
5391,1,1,13,0,4,1,1,0.42,0.77,183
5392,3,8,18,0,4,1,3,0.76,0.55,274
5393,3,9,0,0,1,1,2,0.52,0.72,37
5394,1,2,14,0,4,1,3,0.32,0.81,31
5395,4,12,21,0,1,1,2,0.36,0.53,127
5396,3,6,11,0,2,1,1,0.64,0.36,235
5397,2,5,3,0,4,1,1,0.46,0.88,3
5398,4,11,5,0,0,0,1,0.3,0.87,12
5399,2,6,6,0,5,1,1,0.54,0.83,151
5400,3,7,4,0,5,1,1,0.7,0.79,8
5401,1,3,7,0,2,1,1,0.16,0.55,275
5402,1,12,9,0,6,0,1,0.3,0.45,56
5403,2,5,9,0,2,1,2,0.6,0.83,333
5404,3,6,13,0,1,1,2,0.72,0.58,164
5405,2,4,20,0,5,1,1,0.46,0.24,252
5406,2,6,18,0,6,0,2,0.72,0.62,286
5407,3,7,12,0,1,1,1,0.84,0.49,237
5408,1,12,13,0,4,1,2,0.28,0.52,131
5409,1,1,14,0,3,1,3,0.22,0.93,36
5410,3,8,13,0,6,0,1,0.76,0.55,378
5411,1,12,9,0,1,1,2,0.18,0.64,157
5412,1,1,1,0,4,1,1,0.16,0.64,4
5413,4,10,10,0,0,0,1,0.56,0.68,365
5414,3,8,19,0,5,1,1,0.74,0.55,372
5415,4,9,18,0,1,1,1,0.54,0.37,853
5416,4,10,10,0,5,1,1,0.34,0.57,130
5417,1,12,5,0,1,1,1,0.18,0.8,9
5418,4,11,19,0,6,0,1,0.26,0.41,83
5419,1,1,20,0,2,1,1,0.12,0.33,115
5420,1,3,4,0,6,0,1,0.52,0.34,3
5421,2,3,22,0,3,1,2,0.32,0.93,44
5422,3,7,16,0,1,1,1,0.82,0.52,457
5423,2,5,18,0,6,0,2,0.76,0.52,415
5424,2,4,21,0,1,1,2,0.52,0.59,221
5425,3,9,11,0,4,1,1,0.66,0.5,254
5426,1,3,8,0,5,1,2,0.4,0.87,562
5427,4,9,2,0,2,1,1,0.42,0.77,14
5428,2,5,6,0,4,1,2,0.5,0.94,103
5429,1,1,1,0,1,1,1,0.04,0.45,1
5430,4,11,12,0,3,1,1,0.48,0.55,160
5431,4,10,16,0,2,1,3,0.62,0.88,374
5432,2,5,16,0,6,0,1,0.6,0.38,342
5433,3,7,7,0,0,0,1,0.7,0.7,65
5434,2,5,0,0,4,1,1,0.6,0.83,56
5435,3,8,2,0,1,1,1,0.6,0.69,13
5436,1,1,1,0,3,1,1,0.24,0.87,7
5437,3,9,1,0,4,1,1,0.64,0.69,20
5438,1,2,14,0,6,0,1,0.34,0.31,120
5439,2,6,17,0,5,1,1,0.74,0.37,823
5440,3,9,15,0,1,1,1,0.66,0.31,346
5441,4,9,20,0,1,1,1,0.64,0.89,251
5442,3,8,0,0,6,0,2,0.7,0.61,135
5443,2,6,7,0,0,0,2,0.6,0.73,27
5444,3,8,10,0,6,0,1,0.72,0.62,407
5445,1,2,12,0,3,1,1,0.38,0.32,86
5446,1,1,18,0,5,1,1,0.5,0.29,419
5447,1,1,19,0,2,1,1,0.12,0.28,156
5448,2,5,18,0,3,1,1,0.72,0.58,517
5449,2,6,2,0,2,1,1,0.6,0.73,5
5450,3,9,3,0,6,0,1,0.62,0.73,35
5451,1,2,16,0,0,0,2,0.42,0.28,134
5452,4,10,11,0,4,1,1,0.54,0.49,144
5453,3,8,17,0,1,1,1,0.86,0.39,527
5454,1,3,11,0,6,0,1,0.34,0.49,119
5455,2,6,8,0,6,0,1,0.6,0.46,125
5456,2,4,20,0,5,1,2,0.3,0.93,63
5457,4,10,1,0,0,0,1,0.46,0.88,78
5458,1,12,21,0,1,1,1,0.26,0.6,90
5459,1,2,18,0,0,0,1,0.34,0.36,216
5460,4,10,0,0,1,1,3,0.44,0.88,22
5461,1,2,10,0,6,0,3,0.2,1,34
5462,1,1,5,0,0,0,2,0.16,0.47,5
5463,2,5,6,0,4,1,1,0.44,0.88,112
5464,1,2,16,0,2,1,1,0.42,0.28,287
5465,4,10,23,0,6,0,1,0.42,0.58,125
5466,2,3,9,0,1,1,2,0.22,0.32,121
5467,2,4,6,0,4,1,2,0.48,0.63,127
5468,2,6,20,0,5,1,1,0.64,0.29,293
5469,1,2,12,0,5,1,1,0.22,0.47,71
5470,2,5,16,0,6,0,1,0.78,0.55,504
5471,4,11,23,0,4,1,1,0.34,0.57,120
5472,4,11,23,0,4,1,2,0.34,0.57,82
5473,3,8,8,0,6,0,2,0.7,0.84,76
5474,3,7,23,0,0,0,1,0.7,0.7,100
5475,4,10,1,0,5,1,2,0.52,0.88,36
5476,3,8,13,0,3,1,1,0.76,0.48,316
5477,1,3,17,0,2,1,2,0.36,0.62,217
5478,3,6,1,0,2,1,1,0.66,0.74,13
5479,2,5,7,0,2,1,1,0.66,0.78,450
5480,3,7,9,0,6,0,1,0.84,0.59,256
5481,4,10,4,0,6,0,1,0.44,0.58,8
5482,3,6,10,0,6,0,1,0.72,0.45,302
5483,1,2,20,0,0,0,1,0.4,0.35,47
5484,2,5,20,0,1,1,1,0.54,0.52,323
5485,4,9,16,0,2,1,1,0.66,0.39,495
5486,2,5,10,0,6,0,1,0.66,0.65,432
5487,2,5,14,0,4,1,1,0.54,0.28,154
5488,2,6,8,0,6,0,1,0.74,0.58,143
5489,3,8,5,0,1,1,1,0.56,0.73,17
5490,2,5,15,0,2,1,3,0.62,0.73,134
5491,2,5,19,0,5,1,2,0.52,0.83,270
5492,2,5,9,0,1,1,1,0.6,0.69,194
5493,3,7,18,0,3,1,1,0.78,0.38,814
5494,3,8,11,0,6,0,1,0.74,0.66,499
5495,2,4,22,0,2,1,1,0.44,0.35,157
5496,2,3,17,0,1,1,2,0.54,0.64,272
5497,4,10,10,0,2,1,1,0.5,0.51,128
5498,1,2,12,0,5,1,1,0.5,0.59,185
5499,1,3,7,0,3,1,1,0.44,0.82,368
5500,2,5,10,0,2,1,2,0.64,0.69,127
5501,1,1,4,0,4,1,1,0.12,0.54,1
5502,2,5,4,0,2,1,1,0.6,0.88,4
5503,1,1,15,0,0,0,3,0.34,0.81,74
5504,4,10,13,0,6,0,1,0.6,0.43,760
5505,4,10,2,0,3,1,1,0.46,0.82,3
5506,4,12,20,0,0,0,3,0.36,1,108
5507,3,8,13,0,4,1,1,0.82,0.38,346
5508,1,1,15,0,2,1,1,0.16,0.37,77
5509,2,5,18,0,2,1,1,0.7,0.7,564
5510,3,7,22,0,0,0,1,0.82,0.43,151
5511,1,2,20,0,6,0,2,0.16,0.43,63
5512,2,5,14,0,3,1,2,0.64,0.53,243
5513,2,5,22,0,5,1,1,0.56,0.35,234
5514,3,8,19,0,4,1,1,0.72,0.51,633
5515,3,6,22,0,0,0,1,0.74,0.55,178
5516,2,3,21,0,1,1,1,0.38,0.25,186
5517,2,4,7,1,1,0,1,0.52,0.83,387
5518,2,5,4,1,1,0,1,0.6,0.78,6
5519,3,8,19,0,2,1,1,0.74,0.45,597
5520,4,10,3,0,1,1,1,0.44,0.77,7
5521,4,11,4,0,0,0,1,0.34,0.87,4
5522,1,12,17,0,6,0,1,0.28,0.41,114
5523,1,1,0,0,5,1,2,0.26,0.48,27
5524,4,12,4,0,3,1,1,0.26,0.75,4
5525,4,12,9,0,3,1,2,0.44,0.51,388
5526,2,3,22,0,1,1,1,0.36,0.25,93
5527,2,4,2,0,6,0,2,0.36,0.87,24
5528,3,8,1,0,3,1,2,0.78,0.52,16
5529,3,8,16,0,1,1,1,0.74,0.55,283
5530,1,1,23,0,5,1,1,0.18,0.47,65
5531,2,5,16,0,4,1,1,0.66,0.31,430
5532,3,7,9,0,0,0,1,0.82,0.56,154
5533,1,12,20,0,6,0,1,0.26,0.56,24
5534,1,1,22,0,1,1,2,0.16,0.59,34
5535,3,7,21,0,6,0,1,0.82,0.59,154
5536,4,11,12,1,5,0,1,0.34,0.42,239
5537,2,4,23,0,2,1,2,0.4,0.94,39
5538,4,9,7,0,2,1,2,0.62,0.94,249
5539,2,4,12,0,2,1,1,0.48,0.29,224
5540,3,7,7,0,4,1,1,0.62,0.53,334
5541,4,12,21,0,2,1,1,0.3,0.52,139
5542,2,4,14,0,5,1,1,0.6,0.35,248
5543,1,1,3,0,4,1,1,0.12,0.54,4
5544,4,12,1,0,4,1,1,0.26,0.81,7
5545,3,9,5,0,2,1,1,0.46,0.72,44
5546,1,1,11,0,5,1,2,0.2,0.32,123
5547,3,9,8,0,0,0,1,0.54,0.64,128
5548,1,2,1,0,3,1,1,0.2,0.44,9
5549,4,12,8,0,6,0,2,0.26,0.75,119
5550,3,7,15,0,0,0,1,0.9,0.37,345
5551,4,11,18,0,0,0,1,0.52,0.27,190
5552,1,2,21,0,5,1,1,0.28,0.48,63
5553,3,6,8,0,4,1,1,0.74,0.7,590
5554,2,3,10,0,4,1,2,0.26,0.93,65
5555,4,10,18,0,3,1,1,0.52,0.77,453
5556,3,7,0,0,0,0,2,0.6,0.88,113
5557,1,1,0,0,4,1,1,0.14,0.59,7
5558,3,8,18,0,4,1,1,0.7,0.74,523
5559,1,3,6,0,5,1,2,0.4,0.5,85
5560,1,2,3,0,5,1,1,0.28,0.56,4
5561,2,4,4,0,4,1,1,0.34,0.76,9
5562,1,1,0,0,3,1,2,0.22,0.69,17
5563,1,3,2,0,6,0,2,0.3,0.87,20
5564,2,5,3,0,4,1,2,0.6,0.88,4
5565,3,7,14,0,4,1,1,0.78,0.33,209
5566,1,2,5,0,5,1,1,0.26,0.6,17
5567,3,8,22,0,1,1,1,0.66,0.69,98
5568,3,6,14,0,1,1,1,0.78,0.43,251
5569,2,5,11,0,2,1,2,0.6,0.64,217
5570,3,9,18,0,2,1,1,0.64,0.36,877
5571,2,3,5,0,2,1,1,0.22,0.37,17
5572,3,8,19,0,5,1,3,0.62,0.73,165
5573,1,2,15,0,1,1,1,0.56,0.21,90
5574,3,6,7,0,5,1,1,0.7,0.61,380
5575,3,9,17,0,0,0,1,0.7,0.37,671
5576,4,9,4,0,0,0,1,0.46,0.67,7
5577,3,7,5,0,3,1,1,0.74,0.58,26
5578,3,6,8,0,6,0,1,0.64,0.89,194
5579,4,11,11,0,1,1,2,0.38,0.66,197
5580,4,10,11,0,2,1,1,0.5,0.45,228
5581,4,12,10,0,5,1,1,0.26,0.81,190
5582,2,3,21,0,4,1,2,0.28,0.93,60
5583,3,7,13,0,1,1,2,0.8,0.52,240
5584,1,2,2,0,0,0,1,0.24,0.41,17
5585,1,2,19,0,2,1,1,0.36,0.46,304
5586,2,4,10,0,6,0,1,0.6,0.64,482
5587,3,8,17,0,6,0,1,0.88,0.37,492
5588,3,8,13,0,1,1,1,0.78,0.52,193
5589,1,3,3,0,1,1,1,0.22,0.51,1
5590,1,1,17,0,4,1,1,0.2,0.4,162
5591,1,2,18,0,3,1,1,0.4,0.4,468
5592,1,3,6,0,2,1,1,0.18,0.51,102
5593,1,1,16,0,5,1,1,0.52,0.27,294
5594,2,4,6,0,1,1,1,0.4,0.47,123
5595,2,4,1,1,5,0,1,0.44,0.62,15
5596,1,3,4,0,0,0,1,0.24,0.6,22
5597,2,6,12,0,1,1,2,0.62,0.69,162
5598,1,2,21,0,4,1,2,0.34,0.81,145
5599,2,6,19,0,4,1,2,0.84,0.39,326
5600,2,5,17,0,1,1,2,0.6,0.53,769
5601,4,10,16,0,1,1,2,0.4,0.76,218
5602,2,4,5,0,4,1,2,0.62,0.83,13
5603,4,12,9,0,2,1,1,0.46,0.82,336
5604,2,6,22,0,1,1,2,0.62,0.73,164
5605,3,9,19,0,0,0,1,0.62,0.5,403
5606,3,8,12,0,0,0,1,0.9,0.42,370
5607,2,5,22,0,0,0,2,0.46,0.82,100
5608,1,1,14,1,1,0,1,0.24,0.44,181
5609,1,1,9,0,2,1,2,0.2,0.64,144
5610,3,8,1,0,5,1,1,0.68,0.83,32
5611,4,11,10,0,5,1,1,0.34,0.61,201
5612,3,7,17,0,6,0,1,0.94,0.38,197
5613,2,4,19,0,0,0,1,0.56,0.3,210
5614,2,6,16,0,4,1,1,0.92,0.33,200
5615,3,7,12,0,6,0,1,0.82,0.3,374
5616,2,6,0,0,6,0,1,0.58,0.56,137
5617,3,7,22,0,5,1,2,0.62,0.83,135
5618,1,2,21,0,3,1,2,0.48,0.33,239
5619,4,10,13,0,0,0,1,0.56,0.37,626
5620,2,4,10,0,6,0,2,0.42,0.88,129
5621,1,1,14,0,0,0,1,0.28,0.36,91
5622,4,10,3,0,5,1,1,0.36,0.71,7
5623,1,3,16,0,3,1,2,0.4,0.76,151
5624,1,12,17,0,0,0,1,0.32,0.49,114
5625,4,11,11,0,4,1,3,0.36,0.62,170
5626,3,9,7,0,2,1,2,0.64,0.89,356
5627,3,9,5,0,0,0,1,0.52,0.77,55
5628,2,4,0,0,1,1,1,0.4,0.5,6
5629,2,5,21,0,4,1,1,0.54,0.77,209
5630,2,4,5,0,4,1,1,0.34,0.76,14
5631,4,11,9,0,0,0,2,0.3,0.75,170
5632,3,7,13,0,0,0,1,0.8,0.59,421
5633,1,2,19,0,6,0,3,0.26,0.87,80
5634,1,2,21,0,0,0,1,0.38,0.62,69
5635,4,11,13,0,3,1,1,0.44,0.35,365
5636,4,12,10,0,3,1,2,0.3,0.56,136
5637,2,6,16,0,5,1,1,0.76,0.45,355
5638,3,9,5,0,2,1,2,0.54,0.88,22
5639,3,8,22,0,6,0,1,0.66,0.61,261
5640,4,11,13,0,3,1,2,0.32,0.53,181
5641,1,3,19,0,5,1,1,0.3,0.56,118
5642,3,7,7,0,5,1,1,0.72,0.7,410
5643,2,4,7,0,5,1,1,0.52,0.42,240
5644,2,4,23,0,1,1,2,0.64,0.47,48
5645,2,4,18,0,4,1,1,0.56,0.3,337
5646,1,1,17,0,5,1,1,0.22,0.41,159
5647,3,9,20,1,1,0,1,0.72,0.76,261
5648,1,2,11,0,1,1,1,0.26,0.7,116
